estado;num_gestiona;pertenece_a_licitacion;es_licitacion;fecha_oferta;agente_comercial;oficina;tipo_servicio;grupo;cliente;objeto;origen;comentarios;;presupuesto_total;gastos_estimados;tecnico_t1;fin_licitacion;ingresos_2026;ingresos_2027;ingresos_2028;ingresos_2029;ingresos_2030
ACEPTADO;T OV-20231500_A;NO;SI;22/03/2023;IMR;NAVARRA;RIESGOS;EXOLUM;EXOLUM;SERVICIOS RIESGOS H2 EXOLUM;CLIENTE ANTIGUO;;;3.750,00 €;0;IMR;;;;;;
ACEPTADO;T OV-20231507_A;NO;;22/03/2023;BRL;NAVARRA;LOTO;ALIAXIS;ALIAXIS;FICHAS BLOQUEO 7 LINEAS ALIAXIS ;CLIENTE ANTIGUO;Se modifica para incmluir otra inslataciON de la planta;;4.959,98 €;230;MEL;;;;;;
RECHAZADO;T OV-20231512;NO;;22/03/2023;BRL;NAVARRA;LOTO;ALIAXIS;ALIAXIS;SUMINISTRO MATERIAL DE BLOQUEO;CLIENTE ANTIGUO;;;184,13 €;147;BRL;;;;;;
EN CURSO;T OV-20231520;NO;;22/03/2023;BRL;NAVARRA;RD1215;GOBIERNO DE NAVARRA;DEPARTAMENTO DE EDUCACION;ESTUDIO 24 EQUIPOS;CLIENTE ANTIGUO;;;6.360,00 €;50;;;;;;;
ACEPTADO;T OV-20231527;NO;;23/03/2023;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;OFERTA ARCO ELECTRICO FORMACION GRAHAM PACKAGING;CLIENTE ANTIGUO;;;902,00 €;180;JMR;;;;;;
ACEPTADO;T OV-20231529;NO;;23/03/2023;IMR;NAVARRA;ATEX;HAM;HAM;CZ UNIT MACROFUELLER 8194;CLIENTE ANTIGUO;;;1.725,00 €;130;IMR;;;;;;
RECHAZADO;T OV-20231528;NO;;23/03/2023;IMR;NAVARRA;AUTOPROTECCION;CAPITAL ENERGY;CAPITAL ENERGY;AUTOPROTECCION CAPITAL ENERGY;CLIENTE NUEVO;COOPERACION CON FORMACION;;7.000,00 €;700;;;;;;;
ACEPTADO;T OV-20231530;NO;;23/03/2023;JMR;NAVARRA;S. ELECTRICOS;DANA;DANA AUTOMOCION PAMPLONA;FORMACION ARCO ELECTRICO 2 SESIONES DE 2 HORAS;CLIENTE ANTIGUO;;;690,00 €;20;;;;;;;
ACEPTADO;T OV-20231538;NO;;23/03/2023;JMR;NAVARRA;S. ELECTRICOS;GABINETE SME;EQUINIX;ETIQUETAS MD1 + MD2;CLIENTE ANTIGUO;;;1.030,20 €;500;JMR;;;;;;
RECHAZADO;T OV-20231539;NO;;23/03/2023;JMR;NAVARRA;S. ELECTRICOS;GABINETE SME;EQUINIX;COLOCACION ETIQUETAS MD1 + MD2;CLIENTE ANTIGUO;;;1.292,50 €;185;JMR;;;;;;
ACEPTADO;T OV-20231540;NO;;23/03/2023;JMR;NAVARRA;S. ELECTRICOS;GABINETE SME;EQUINIX;ETIQUETAS VA;CLIENTE ANTIGUO;;;444,00 €;200;JMR;;;;;;
RECHAZADO;T OV-20231541;NO;;23/03/2023;JMR;NAVARRA;S. ELECTRICOS;GABINETE SME;EQUINIX;COLOCACION ETIQUETAS BA;CLIENTE ANTIGUO;;;1.150,00 €;195;JMR;;;;;;
ACEPTADO;T OV-20231542;NO;;23/03/2023;JMR;NAVARRA;S. ELECTRICOS;GABINETE SME;EQUINIX;ETIQUETAS LS1;CLIENTE ANTIGUO;;;468,00 €;200;JMR;;;;;;
RECHAZADO;T OV-20231543;NO;;23/03/2023;JMR;NAVARRA;S. ELECTRICOS;GABINETE SME;EQUINIX;COLOCACION ETIQUETAS LS1;CLIENTE ANTIGUO;;;1.650,00 €;600;JMR;;;;;;
ACEPTADO;T OV-20231547;NO;;23/03/2023;JMR;NAVARRA;S. ELECTRICOS;ENEL GREEN POWER;ENDESA GENERACION;ETIQUETAS TAMAÑO A4 CTCC SAN ROQUE;CLIENTE ANTIGUO;;;252,00 €;100;;;;;;;
ACEPTADO;T OV-20231552;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;BIOGAS VILA SANA;CLIENTE ANTIGUO;;;2.666,31 €;350;;;;;;;
ACEPTADO;T OV-20231553;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH ENTREPEÑAS;CLIENTE ANTIGUO;;;1.404,30 €;50;;;;;;;
ACEPTADO;T OV-20231554;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH PEARES;CLIENTE ANTIGUO;;;1.619,13 €;150;;;;;;;
ACEPTADO;T OV-20231555;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH PEARES II;CLIENTE ANTIGUO;;;1.576,35 €;115;;;;;;;
ACEPTADO;T OV-20231556;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH BELESAR;CLIENTE ANTIGUO;;;1.357,80 €;115;;;;;;;
ACEPTADO;T OV-20231557;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH BELESAR II;CLIENTE ANTIGUO;;;1.474,05 €;450;;;;;;;
ACEPTADO;T OV-20231559;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH CONCHAS;CLIENTE ANTIGUO;;;1.377,33 €;240;;;;;;;
ACEPTADO;T OV-20231560;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH SALAS;CLIENTE ANTIGUO;;;1.482,82 €;10;;;;;;;
ACEPTADO;T OV-20231562;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH CASTRELO;CLIENTE ANTIGUO;;;1.405,23 €;150;;;;;;;
ACEPTADO;T OV-20231563;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH VELLE;CLIENTE ANTIGUO;;;1.474,05 €;115;;;;;;;
ACEPTADO;T OV-20231564;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH AVIA;CLIENTE ANTIGUO;;;999,75 €;0;;;;;;;
ACEPTADO;T OV-20231565;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH ALBARELLOS;CLIENTE ANTIGUO;;;1.320,60 €;115;;;;;;;
ACEPTADO;T OV-20231566;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;CH CABANELAS;CLIENTE ANTIGUO;;;1.116,00 €;160;;;;;;;
ACEPTADO;T OV-20231567;SI;;23/03/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;BIOGAS EDAR BENS;CLIENTE ANTIGUO;;;2.645,85 €;180;;;;;;;
ACEPTADO;T OV-20231578;NO;;24/03/2023;BRL;NAVARRA;LOTO;MONBAKE;TENERIFE;MONBAKE TENERIFE FORMACION IMPLANTACION 2 JORNADAS;CLIENTE ANTIGUO;;;1.030,00 €;0;;;;;;;
ACEPTADO;T OV-20231579;NO;;24/03/2023;IMR;NAVARRA;RIESGOS;ACCIONA;ACCIONA PLUG;FORMACION RIESGOS H2;CLIENTE NUEVO;;;2.196,00 €;260;IMR;;;;;;
EN CURSO;T OV-20231583;NO;;24/03/2023;AAB;NAVARRA;RIESGOS;FRAMATOME;FRAMATOME;ESTUDIOS RIESGOS H2;CLIENTE NUEVO;VARIOS SERVICIOS;;13.550,00 €;0;IMR;;;;;;
ACEPTADO;T OV-20231610;NO;;27/03/2023;IMR;NAVARRA;ISMATEX;NAVANTIA;NAVANTIA;ISMATEX 1EM ONLINE;CLIENTE ANTIGUO;5 CERTIFICADOS X 70;;3.920,00 €;0;JAM;;;;;;
RECHAZADO;T OV-20231613;NO;;27/03/2023;AAB;NAVARRA;CSTMP;IMQ PREVENCION;W DIAMANT;CS IMQ W DIAMANT;CLIENTE NUEVO;Sin noticias. Se da por rechazado;;1.050,00 €;100;AAB;;;;;;
ACEPTADO;T OV-20231627;NO;;28/03/2023;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;ARCO ELECTRICO BD;CLIENTE ANTIGUO;;;2.895,00 €;0;JMR;;;;;;
ACEPTADO;T OV-20231634;NO;;29/03/2023;IMR;NAVARRA;ATEX;AEMA;AEMA;FORMACION ATEX 60079-14 - AEMA;CLIENTE ANTIGUO;;;2.690,00 €;240;RT;;;;;;
ACEPTADO;T OV-20231635;NO;;29/03/2023;IMR;NAVARRA;ATEX;ASK CHEMICALS;ASK CHEMICALS;FORMACION ATEX 60079-14 - ASK QUEMICALS;CLIENTE ANTIGUO;3 VIERNES EN HORARIO DE TARDE - PRESENCIAL;;3.150,00 €;330;IMR;;;;;;
ACEPTADO;T OV-20231636;NO;;29/03/2023;IMR;NAVARRA;ATEX;JOHN DEERE;JOHN DEERE;REV DPCEx JDISA 2023;CLIENTE ANTIGUO;;;2.225,00 €;250;IMR;;;;;;
EN CURSO;T OV-20231643A;NO;;29/03/2023;AAB;NAVARRA;SEVESO;GRUPO GAS IBERICA;GRUPO GAS IBERICA;840 PLANTA CLORO MALLORCA;CLIENTE NUEVO;;;17.275,00 €;500;AAB;;;;;;
EN CURSO;T OV-20231638;NO;;29/03/2023;BRL;NAVARRA;LOTO;MONBAKE;ALALPARDO;SUMINISTRO LOTO;CLIENTE ANTIGUO;;;134,56 €;;BRL;;;;;;
ACEPTADO;T OV-20231644;NO;;29/03/2023;JMR;NAVARRA;S. ELECTRICOS;CEN SOLUTIONS;CEN SOLUTIONS;ARCO CP DIEGO 3;CLIENTE ANTIGUO;;;4.580,00 €;60;;;;;;;
ACEPTADO;T OV-20231657A;NO;;29/03/2023;AAB;NAVARRA;IMPLANTACION;HERA;HERA HOLDING;FORM ONLINE PAU HERA MURIEDAS;CLIENTE ANTIGUO;;;350,00 €;0;AAB;;;;;;
ACEPTADO;T OV-20231658;NO;;29/03/2023;AAB;NAVARRA;IMPLANTACION;HEINZ;HEINZ MANUFACTURING SPAIN;SIMULACROS HEINZ 2023;CLIENTE ANTIGUO;;;1.190,00 €;70;AAB;;;;;;
ACEPTADO;T OV-20231659;SI;;29/03/2023;AAB;NAVARRA;AUTOPROTECCION;NATURGY;NEDGIA CASTILLA Y LEON;REV PAU GLP-097-09 y GLP-044-09;CLIENTE ANTIGUO;;;2.390,84 €;140;;;;;;;
EN CURSO;T OV-20231646;NO;;30/03/2023;JMR;NAVARRA;S. ELECTRICOS;HERA;HERA HOLDING;VISITA RECONOCIMIENTO SEGU ELECTRICA ALCALA;CLIENTE ANTIGUO;;;1.020,00 €;100;;;;;;;
EN CURSO;T OV-20231647;NO;;30/03/2023;JMR;NAVARRA;S. ELECTRICOS;HERA;HERA HOLDING;VISITA RECONOCIMIENTO SEGU ELECTRICA VACARISSE;CLIENTE ANTIGUO;;;1.125,00 €;120;;;;;;;
EN CURSO;T OV-20231648;NO;;30/03/2023;JMR;NAVARRA;S. ELECTRICOS;HERA;HERA HOLDING;PROCEDIMIENTO GENERAL DE RIESGO ELECTRICO;CLIENTE ANTIGUO;;;2.800,00 €;0;;;;;;;
EN CURSO;T OV-20231649;NO;;30/03/2023;JMR;NAVARRA;S. ELECTRICOS;HERA;HERA HOLDING;FORMACION RIESGO ELECTRICO + CELDAS;CLIENTE ANTIGUO;1 SESION;;3.425,00 €;0;;;;;;;
EN CURSO;T OV-20231651;NO;;30/03/2023;JMR;NAVARRA;S. ELECTRICOS;HERA;HERA HOLDING;ACREDITACION AUTORIZADO + CUALIFICADO;CLIENTE ANTIGUO;1 UNIDAD;;240,00 €;0;;;;;;;
EN CURSO;T OV-20231653;NO;;30/03/2023;JMR;NAVARRA;S. ELECTRICOS;HERA;HERA HOLDING;PROCEDIMIENTO ESPECIFICO DESCARGO;CLIENTE ANTIGUO;1 UNIDAD;;550,00 €;0;;;;;;;
ACEPTADO;T OV-20231694_A;NO;;31/03/2023;CPV;MADRID;RIESGOS;GRUPO BLUER;BLUER COMBUSTION;HAZOP SIL QUEMADORES HORNO INDUSTRIAL;CLIENTE NUEVO;PRESENCIAL A CORUÑA;;1.793,00 €;473;CPV;;;;;;
ACEPTADO;T OV-20231700;NO;;03/04/2023;IMR;NAVARRA;ISMATEX;TECNICAS REUNIDAS;TECNICAS REUNIDAS;ISMATEX 2EM + DPCEx PRESENCIAL;CLIENTE ANTIGUO;ESTANCIA + 12 CERTIFICADOS;;6.120,00 €;1816;IMR;;;;;;
ACEPTADO;T OV-20231714A;NO;;03/04/2023;AAB;NAVARRA;RIESGOS;PRIMAGAS;PRIMAGAS;HAZOP QUINTO;CLIENTE ANTIGUO;;;2.310,00 €;0;CPV;;;;;;
ACEPTADO;T OV-20231742;SI;;04/04/2023;VMC;MADRID;SEVESO;ENEL GREEN POWER;ENDESA GENERACION;REV NOTIFICACION 840 CT JINAMAR;CLIENTE ANTIGUO;;;800,00 €;0;VMC;;;;;;
ACEPTADO;T OV-20231745;SI;;04/04/2023;VMC;MADRID;AUTOPROTECCION;ENEL GREEN POWER;ENDESA GENERACION;MODIFICACION PAU + SESION FORMATIVA CTCC SAN ROQUE;CLIENTE ANTIGUO;;;800,00 €;0;JAM;;;;;;
ACEPTADO;T OV-20231750_A;NO;;04/04/2023;JMR;NAVARRA;S. ELECTRICOS;SAETA YIELD;SAETA YIELD;ARCO ELECTRICO TERMOSOLAR 1;CLIENTE ANTIGUO;Alto gasto en etiquetas;;10.070,00 €;1000;;;;;;;
ACEPTADO;T OV-20231770;NO;;05/04/2023;VMC;MADRID;IMPLANTACION;INFRAESTRUCTURAS ELECTRICAS LA MUDARRA;INFRAESTRUCTURAS ELECTRICAS LA MUDARRA;SIMULACRO SET LA MUDARRA;CLIENTE ANTIGUO;;;975,00 €;150;VMC;;;;;;
ACEPTADO;T OV-20231776;SI;;10/04/2023;VMC;MADRID;OTROS;ENEL GREEN POWER;ENDESA GENERACION;OCA GRANADILLA SGS Y PPAG;CLIENTE ANTIGUO;;;2.550,00 €;0;VMC;;;;;;
ACEPTADO;T OV-20231777;SI;;10/04/2023;VMC;MADRID;AUTOPROTECCION;ENEL GREEN POWER;ENDESA GENERACION;VISITA REV PAU CD MAHON;CLIENTE ANTIGUO;;;913,70 €;360;VMC;;;;;;
EN CURSO;T OV-20231798;NO;;12/04/2023;BRL;NAVARRA;LOTO;FAGOR EDERLAN;MARKULETE;ELABORACION DE PROCEDIMIENTOS DE BLOQUEO;CLIENTE ANTIGUO;se propone una jornada de formaciON y el estudio de una linea de moldeo;;5.330,00 €;150;;;;;;;
EN CURSO;T OV-20231816A;NO;;13/04/2023;CPV;MADRID;RIESGOS;CEPSA;GASIB;HAZOP 4 PLANTAS GLP;CLIENTE ANTIGUO;;;5.298,00 €;358;CPV;;;;;;
ACEPTADO;T OV-20231845;SI;;14/04/2023;AAB;NAVARRA;IMPLANTACION;NATURGY;NEDGIA GALICIA;8 SIMULACROS ABRIL;CLIENTE ANTIGUO;;;5.707,32 €;936;;;;;;;
ACEPTADO;T OV-20231847;SI;;14/04/2023;AAB;NAVARRA;IMPLANTACION;NATURGY;NEDGIA GALICIA;SESION DIVULGACION GLP;CLIENTE ANTIGUO;;;330,15 €;0;;;;;;;
EN CURSO;T OV-20231860;NO;;17/04/2023;BRL;NAVARRA;LOTO;FAGOR EDERLAN;FUNDICION URIBARI;FICHAS BLOQUEO FAGOR URIGARI - LINEA DE MOLDEO;CLIENTE ANTIGUO;;;3.960,00 €;120;;;;;;;
EN CURSO;T OV-20231796;NO;;17/04/2023;BRL;NAVARRA;LOTO;AMCOR;AMCOR BARCELONA;AUDITORIA Y FORMACION AMCOR BARCELONA;CLIENTE ANTIGUO;En la oferta se considera un único viaje para la realizaciON de los servicios;;3.320,00 €;800;;;;;;;
RECHAZADO;T OV-20231868;NO;;17/04/2023;IMR;NAVARRA;ATEX;ACCIONA;ACCIONA AGUA;REV DPCEx EDAR CMA PINTO;CLIENTE ANTIGUO;Rev por futuras nuevas instalaciones (nuevo motor y segundo gasometro);;975,00 €;30;RT;;;;;;
ACEPTADO;T OV-20231867;NO;;17/04/2023;JMR;NAVARRA;S. ELECTRICOS;SAETA YIELD;SAETA YIELD;ARCO ELECTRICO FOTOVOLTAICAS;CLIENTE ANTIGUO;;;11.339,00 €;1000;;;;;;;
RECHAZADO;T OV-20231870;NO;;17/04/2023;IMR;NAVARRA;ATEX;ASTESS PREVENCION;ASTESS PREVENCION;DPCEx ES ASTESS PREVENCION;CLIENTE NUEVO;;;1.125,00 €;180;RT;;;;;;
ACEPTADO;T OV-20231871_a;NO;;17/04/2023;IMR;NAVARRA;ATEX;HAM;HAM;CZ UNIDADES BENITO 4 Y 5;CLIENTE ANTIGUO;;;1.950,00 €;150;IMR;;;;;;
ACEPTADO;T OV-20231872;NO;;18/04/2023;IMR;NAVARRA;S. ELECTRICOS;HNOS ROBLES LOS ARCOS;HNOS ROBLES LOS ARCOS;MEDICION ANUAL TIERRAS ES VIANA;CLIENTE ANTIGUO;;;290,00 €;20;RAP;;;;;;
ACEPTADO;T OV-20231905;SI;;18/04/2023;VMC;MADRID;SEVESO;ENEL GREEN POWER;ENDESA GENERACION;REV NOTIFICACION RD840 CD MAHON;CLIENTE ANTIGUO;;;1.200,00 €;0;VMC;;;;;;
ACEPTADO;T OV-20231928_A;NO;;19/04/2023;VMC;MADRID;AUTOPROTECCION;AGREDA ASSET MANAGER;PARQUE EOLICO LOS AUSINES SL;REV PAU Y NUEVO PAIF PE AUSINES;CLIENTE NUEVO;;;3.250,00 €;155;VMC;;;;;;
ACEPTADO;T OV-20232453;NO;;16/05/2023;VMC;MADRID;AUTOPROTECCION;AGREDA ASSET MANAGER;PARC EOLIC VECIANA CABARO SL.;REV PAU Y NUEVO PAIF PE VECIANA;CLIENTE NUEVO;;;3.250,00 €;240;VMC;;;;;;
ACEPTADO;T OV-20231937_b;NO;;19/04/2023;IMR;NAVARRA;ATEX;TECH NATURAL OLEO;TECH NATURAL OLEO;DPCEx TNO CAPARROSO;CLIENTE NUEVO;;;7.219,00 €;75;IMR;;;;;;
ACEPTADO;T OV-20231945;NO;;19/04/2023;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;ARCO ELECTRICO CARTONAJES BARCELONA;CLIENTE ANTIGUO;;;2.685,00 €;55;;;;;;;
ACEPTADO;T OV-20231946;NO;;19/04/2023;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;ARCO ELECTRICO CARTONAJES TENERIFE;CLIENTE ANTIGUO;;;2.500,00 €;55;;;;;;;
RECHAZADO;T OV-20231947;NO;;19/04/2023;JMR;NAVARRA;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;ARCO ELECTRICO FOTOVOLTAICA ALGARVE;CLIENTE ANTIGUO;;;8.380,00 €;900;;;;;;;
ACEPTADO;T OV-20231961;SI;;20/04/2023;IMR;NAVARRA;ATEX;ENEL GREEN POWER;ENEL GREEN POWER;DPCEx COGENERACION EDAR GUADALETE;CLIENTE ANTIGUO;;;1.730,00 €;60;JAM;;;;;;
EN CURSO;T OV-20231981;NO;;20/04/2023;JMR;NAVARRA;S. ELECTRICOS;AMCOR;AMCOR BARCELONA;FORMACION RIESGO ELECTRICO;CLIENTE ANTIGUO;;;1.855,00 €;350;JMR;;;;;;
ACEPTADO;T OV-20231976;NO;;20/04/2023;AAB;NAVARRA;AUTOPROTECCION;CEPSA;CEPSA COMERCIAL PETROLEO;REV PAU ASFALTOS TARRAGONA;CLIENTE ANTIGUO;;;1.795,00 €;130;;;;;;;
RECHAZADO;T OV-20232014;NO;;24/04/2023;AAB;NAVARRA;CSTMP;ALTERITY;ALTERITY;CS ALTERITY;CLIENTE NUEVO;Indican lo asumirán internamente;;1.250,00 €;105;AAB;;;;;;
ACEPTADO;T OV-20232015;NO;;24/04/2023;AAB;NAVARRA;SEVESO;VICARLI;VICARLI;REV PEI COMARCA 2;CLIENTE ANTIGUO;;;1.850,00 €;0;AAB;;;;;;
RECHAZADO;T OV-20232022C;NO;;24/04/2023;VMC;MADRID;MEDIO AMBIENTE;NATURGY;UFD;PROC. ACTU. EMERGENCIA MEDIAMBIENTAL + QGIS;CLIENTE ANTIGUO;;;9.075,00 €;0;VMC;;;;;;
ACEPTADO;T OV-20232040;SI;;25/04/2023;IMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY ENERGY GROUP;166 REV PE ES AVI PUENTE NUEVO;CLIENTE ANTIGUO;;;2.664,00 €;386;AEL;;;;;;
ACEPTADO;T OV-20232043_B;NO;;24/04/2023;BRL;NAVARRA;LOTO;FAURECIA;SAS;SUMINISTRO MATERIAL LOTO;CLIENTE ANTIGUO;;;686,07 €;412;BRL;;;;;;
ACEPTADO;T OV-20232048_A;NO;;25/04/2023;BRL;NAVARRA;ATEX;IMQ PREVENCION;WESTROCK;REV DPCEx WESTROCK;CLIENTE ANTIGUO;SE ACTULIZA EL COSTE DE LA OFERTA 2024;;1.590,00 €;100;BRL;;;;;;
ACEPTADO;T OV-20232057;SI;;26/04/2023;IMR;NAVARRA;SEVESO;ENEL GREEN POWER;ENEL GREEN POWER;JUSTIFICACION NORMATIVA SISTEMA BESS EXTEMADURA;CLIENTE ANTIGUO;;;1.200,00 €;0;IMR;;;;;;
EN CURSO;T OV-20232082;NO;;26/04/2023;BRL;NAVARRA;LOTO;PERSAN;PERSAN;FORMACION LOTO PERSAN;CLIENTE ANTIGUO;;;3.575,00 €;1280;BRL;;;;;;
RECHAZADO;T OV-20232112;NO;;28/04/2023;TTG;MADRID;CSTMP;MARQUESADO SOLAR;MARQUESADO SOLAR;PP MMPP.AR y PROC DESC PSR GNL;CLIENTE ANTIGUO;;;3.210,00 €;430;TTG;;;;;;
ACEPTADO;T OV-20232114_A;NO;;28/04/2023;TTG;MADRID;SEVESO;CERAMICAS MIRA;CERAMICAS MIRA;AUDITORIA SGSPAG, SIMULACRO Y DIVULGACION;CLIENTE ANTIGUO;;;1.510,00 €;155;TTG;;;;;;
ACEPTADO;T OV-20232127;NO;;28/04/2023;AAB;NAVARRA;AUTOPROTECCION;SCPSA;SCPSA;PAU SALESAS;CLIENTE ANTIGUO;;;2.250,00 €;25;AAB;;;;;;
RECHAZADO; T OV-20232192_A;NO;;03/05/2023;BRL;NAVARRA;LOTO;IFAM;MAGNA AUTOMOTIVE VIGO;IMPLANTACION LOTO;CLIENTE NUEVO;"eN ALGUNAS FASES SE PROPONEN VARIAS PROPUESTAS.
SE APLICA UN 3% DE DTO";;9.640,00 €;3000;MEL;;;;;;
ACEPTADO;T OV-20232186;NO;;03/05/2023;BRL;NAVARRA;LOTO;AGRALCO;AGRALCO;SUMINISTRO MATERIAL LOTO;CLIENTE ANTIGUO;;;263,80 €;158;BRL;;;;;;
ACEPTADO;T OV-20232201;SI;;03/05/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;REGISTROS ANDALUCIA + NAVARRA;CLIENTE ANTIGUO;;;933,51 €;0;;;;;;;
ACEPTADO;T OV-20232202;SI;;03/05/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;ACTUALIZACION PAU + PAIF;CLIENTE ANTIGUO;;;777,93 €;0;;;;;;;
ACEPTADO;T OV-20232203;SI;;03/05/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;ANEXO PE PEÑA FORCADA Y MOURIÑOS;CLIENTE ANTIGUO;;;1.644,24 €;483;;;;;;;
ACEPTADO;T OV-20232204;SI;;03/05/2023;JMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;ANEXO PE PEÑA FORCADA Y MOURIÑOS;CLIENTE ANTIGUO;;;1.166,89 €;121;;;;;;;
ACEPTADO;T OV-20232214;NO;;04/05/2023;IMR;NAVARRA;RIESGOS;ACCIONA;ACCIONA PLUG;ACR PROYECTO VALLE H2V NAVARRA;CLIENTE ANTIGUO;;;4.050,00 €;0;IMR;;;;;;
RECHAZADO;T OV-20232217;NO;;04/05/2023;JMR;NAVARRA;S. ELECTRICOS;COBRA;COBRA INSTALACIONES Y SERVICIOS;ARCO ELECTRICO 27 ARMARIOS;CLIENTE ANTIGUO;;;1.316,50 €;52;;;;;;;
ACEPTADO;T OV-20232226;NO;;05/05/2023;BRL;NAVARRA;LOTO;FLORETTE;FLORETTE;FICHAS BLOQUEO FLORETTE PLANTA DE MILAGRO Y ARGUEDAS;CLIENTE ANTIGUO;;;4.775,00 €;120;MEL;;;;;;
ACEPTADO;T OV-20232232;SI;;05/05/2023;IMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY ENERGY GROUP;167 REV ME ES ALM ROQUETAS 1;CLIENTE ANTIGUO;;;1.052,63 €;202;;;;;;;
ACEPTADO;T OV-20232233;SI;;05/05/2023;IMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY ENERGY GROUP;168 REV ME ES GRAN ESCOBAR MANZANO;CLIENTE ANTIGUO;;;1.159,60 €;202;;;;;;;
ACEPTADO;T OV-20232234;SI;;05/05/2023;IMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY ENERGY GROUP;169 ME ES MAL GUADALHORCE;CLIENTE ANTIGUO;;;1.272,40 €;230;;;;;;;
ACEPTADO;T OV-20232240;SI;;05/05/2023;AAB;NAVARRA;AUTOPROTECCION;NATURGY;NEDGIA ANDALUCIA;REV PAU GLP-028-41;CLIENTE ANTIGUO;;;1.093,76 €;63;;;;;;;
ACEPTADO;T OV-20232241;SI;;05/05/2023;AAB;NAVARRA;AUTOPROTECCION;NATURGY;NEDGIA CASTILLA-LA MANCHA;REV 18 PAU GLP;CLIENTE ANTIGUO;;;19.476,07 €;923;;;;;;;
RECHAZADO;T OV-20232242;NO;;05/05/2023;BRL;NAVARRA;RD1215;CEPSA;CEPSA;AMPLIACION ESTUDIO RD1215 CEPSA;CLIENTE ANTIGUO;;;510,00 €;0;;;;;;;
ACEPTADO;T OV-20232244;SI;;05/05/2023;AAB;NAVARRA;AUTOPROTECCION;NATURGY;NEDGIA MADRID;REV 14 PAU GLP;CLIENTE ANTIGUO;;;14.682,00 €;251;;;;;;;
ACEPTADO;T OV-20232249;NO;;05/05/2023;IMR;NAVARRA;ATEX;OLEOFAT;OLEOFAT;FORMACION ATEX PRL Y 60079;CLIENTE ANTIGUO;;;3.182,00 €;90;IMR;;;;;;
ACEPTADO;T OV-20232250;SI;;05/05/2023;IMR;NAVARRA;AUTOPROTECCION;NATURGY;NATURGY ENERGY GROUP;170 REV ME ES JAE ESTACION;CLIENTE ANTIGUO;;;906,28 €;55;;;;;;;
ACEPTADO;T OV-20232266;NO;;08/05/2023;IMR;NAVARRA;RIESGOS;FUNDACION CIRCE;FUNDACION CIRCE;EVAUACION RIESGOS SALA HORNO H2;CLIENTE NUEVO;;;1.150,00 €;125;IMR;;;;;;
RECHAZADO;T OV-20232267_A;SI;;08/05/2023;IMR;NAVARRA;MEDIO AMBIENTE;ENEL GREEN POWER;ENDESA GENERACION;PIM+SIMULACRO+FORMACION TP CARBONERAS;CLIENTE ANTIGUO;;;4.380,00 €;350;JAM;;;;;;
ACEPTADO;T OV-20232271;SI;;08/05/2023;VMC;MADRID;MEDIO AMBIENTE;ENEL GREEN POWER;ENEL GREEN POWER;NUEVO PAIF 04_FV TICO SOLAR;CLIENTE ANTIGUO;;;1.150,00 €;115;AEL;;;;;;
