Nº trabajo;OFERTA GESTIONA;EXP GESTIONA;TIPO EXP.;FECHA INICIO;FECHA ENTREGA;TECNICO RBLE;T1;SERVICIO ;TIPO SERVICIO;GRUPO;ICA;PPTO. TOTAL (SIN IVA);GASTOS (EST.);HORAS PRESUP (HP);HORAS 2025;HORAS RESTANTES;TOTAL H (2024 + 2025);% HR/HP  AÑO;Tomás;Jokin;Cristian;Belén;Raúl;Ánder;Bryan;Maddie;Iñaki;Javier;M. Ángel;Paula;Pilar;David;J. Antonio;Elena;Laura;Hacomar;T2;T3;PEDIDO;FECHA FINALIZACIÓN;VB CLIE. ;FECHA FACTURACION;Columna1;Nº Fact;;;;
4546;T OV-20261248;T22-SIN-07-1213;PUNTUAL;mar-26;abr-26;AEL;HMR;REV PAU + PAIF + REG PFV VC CACERES;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;16,42;22,75;58,09;0;0;0;0;0;9,5;0;0;0;0;0;0;0;0;0;0;0;13,25;AEL;;;;NO;;;;;;;
4548;T OV-20261250;T22-SIN-07-1213;PUNTUAL;jun-26;jul-26;AEL;AEL;REV PAU + PAIF + REG PFV CLUSTER BROVALES;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4549;T OV-20261251;T22-SIN-07-1213;PUNTUAL;jun-26;jul-26;AEL;MCM;REV PAU + PAIF + REG PFV AUGUSTO;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4550;T OV-20261252;T22-SIN-07-1213;PUNTUAL;jun-26;jul-26;AEL;HMR;REV PAU + PAIF + REG PFV CLUSTER SAN SERVAN;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4551;T OV-20261253;T22-SIN-07-1213;PUNTUAL;jun-26;jul-26;AEL;MCM;REV PAU + PAIF + REG PFV TIERRAS BADAJOZ;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4553;T OV-20261255;T22-SIN-07-1213;PUNTUAL;sep-26;dic-26;AEL;AEL;REV PAU + PAIF + REG PFV SA CASETA;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4554;T OV-20261256;T22-SIN-07-1213;PUNTUAL;sep-26;dic-26;AEL;AEL;REV PAU + PAIF + REG PFV BINIATRIA;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4555;T OV-20261257;T22-SIN-07-1213;PUNTUAL;sep-26;dic-26;AEL;AEL;REV PAU + PAIF + REG PFV SON REUS;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4556;T OV-20261258;T22-SIN-07-1213;PUNTUAL;sep-26;dic-26;AEL;AEL;REV PAU + PAIF + REG PFV SON ORLANDIS;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4557;T OV-20261260;T22-SIN-07-1213;PUNTUAL;sep-26;dic-26;AEL;AEL;REV PAU + PAIF + REG PFV SEDEIS V;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4558;T OV-20261261;T22-SIN-07-1213;PUNTUAL;sep-26;dic-26;AEL;AEL;REV PAU + PAIF + REG PFV MUDEJAR;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4559;T OV-20261262;T22-SIN-07-1213;PUNTUAL;sep-26;dic-26;AEL;HMR;REV PAU + PAIF + REG PFV CLUSTER CALATRAVA;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4560;T OV-20261263;T22-SIN-07-1213;PUNTUAL;sep-26;dic-26;AEL;HMR;REV PAU + PAIF + REG PFV CLUSTER PUERTOLLANO;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;100,00 €;39,17;0;39,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4561;T OV-20260284;T20-SIN-10-0742;PUNTUAL;feb-26;feb-26;BRL;IRE;*FORMACION AIALA FEBRERO;LOTO;IFAM;VIDRALA;580,00 €;70,00 €;8,5;0;0;7,5;88,24;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;;;;20/02/2026;SI;28/02/2026;;;;;;
4562;T OV-20260285;T21-SIN-10-0742;PUNTUAL;feb-26;feb-26;BRL;IRE;*FORMACION AIALA MARZO;LOTO;IFAM;VIDRALA ;1.160,00 €;70,00 €;18,17;0;0;13,5;74,31;0;0;0;6;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;BRL;;;27/03/2026;SI;31/03/2026;;2026001687;;;;
4565;T OV-20256863_A;T19-SIN-10-1574;PUNTUAL;mar-26;mar-26;BRL;IRE;MONBAKE ALALPARDO FICHAS DE BLOQUEO;LOTO;MONBAKE;ALALPARDO;5.460,00 €;700,00 €;79,33;0;0;80,5;101,47;0;0;0;17;0;0;0;0;63,5;0;0;0;0;0;0;0;0;0;;;;17/04/2026;SI;30/04/2026;;;;;;
4566;T OV-20261294;T22-SIN-07-1213;PUNTUAL;may-26;dic-26;RAP;RAP;ANEXO PAU +PAIF CH FLIX (192);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4567;T OV-20261295;T22-SIN-07-1213;PUNTUAL;may-26;dic-26;RAP;RAP;ANEXO PAU +PAIF CH RIBA-ROJA (191);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4568;T OV-20261296;T22-SIN-07-1213;PUNTUAL;may-26;dic-26;RAP;RAP;ANEXO PAU +PAIF CH SERÓS (190);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4569;T OV-20261297;T22-SIN-07-1213;PUNTUAL;may-26;dic-26;RAP;RAP;ANEXO PAU +PAIF CH CAPDELLA (194);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4570;T OV-20261298;T22-SIN-07-1213;PUNTUAL;may-26;dic-26;RAP;RAP;ANEXO PAU +PAIF CH TERRADETS (195);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4571;T OV-20256892;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH CASSTIELLO (210);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4572;T OV-20256892;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH ARATORÉS (211);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4573;T OV-20256892;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;MCM;ANEXO PAU +PAIF CH SEIRA (219);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4574;T OV-20256892;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;MCM;ANEXO PAU +PAIF CH ARGONE (220);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;0;46;122,67;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4575;T OV-20256892;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;JDR;ANEXO PAU +PAIF CH SABIÑANIGO (221);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;7;30,5;81,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30,5;0;0;0;;;;;NO;;;;;;;
4576;T OV-20256892;T22-SIN-07-1213;PUNTUAL;ene-26;mar-26;RAP;MCM;ANEXO PAU +PAIF CH BIESCAS II (222);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;0;42;112;0;0;0;0;1;0;0;0;0;0;41;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4577;T OV-20256892;T22-SIN-07-1213;PUNTUAL;ene-26;mar-26;RAP;RAP;ANEXO PAU +PAIF CH LANUZA (223);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;1;36,5;97,33;0;0;0;0;36,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4578;T OV-20256892;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;MCM;ANEXO PAU +PAIF CH GRADO I (224);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4579;T OV-20261303;T22-SIN-07-1213;PUNTUAL;ene-26;mar-26;RAP;RAP;ANEXO PAU +PAIF CH GRADO II (225);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;100,00 €;36,67;0;0;37;100,91;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4580;T OV-20261305;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH IP (213) + VIAJE H16;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4581;T OV-20261306;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;IRE;ANEXO PAU +PAIF CH CANALROYA (214);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;33,5;4;10,67;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4582;T OV-20261307;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH LA FORTUNADA CINCA (215);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4583;T OV-20261308;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH SALINAS (216);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4584;T OV-20261309;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH LASPUÑA (217);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4585;T OV-20261310;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;MCM;ANEXO PAU +PAIF CH ERISTE (218);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4586;T OV-20261311;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH ANZÁNIGO + VIAJE H18;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;11;26,5;70,67;0;0;0;0;26,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4587;T OV-20261312;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH CARCAVILLA (229);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4588;T OV-20261313;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH CASABLANCA (235);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;34,5;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;;;;;NO;;;;;;;
4589;T OV-20261314;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;JDR;ANEXO PAU +PAIF CH CASTIELFABIB (239);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;32,5;5;13,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;;;;;NO;;;;;;;
4590;T OV-20261315;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH EL BERBEL (234);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4591;T OV-20261316;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;JDR;ANEXO PAU +PAIF CH JABARRELLA (232);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;28,75;8,75;23,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,75;0;0;0;;;;;NO;;;;;;;
4592;T OV-20261317;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;JDR;ANEXO PAU +PAIF CH LAVIERRELATRE (231);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;33;4,5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0;0;0;;;;;NO;;;;;;;
4593;T OV-20261318;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH LA HIDRO (230);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4594;T OV-20261319;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH MARRACOS (237);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;28,75;8,75;23,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,75;0;0;0;;;;;NO;;;;;;;
4595;T OV-20261320;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;JDR;ANEXO PAU +PAIF CH RIVERA (238);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;29,75;7,75;20,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,75;0;0;0;;;;;NO;;;;;;;
4596;T OV-20261321;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH SAN MATEO (236);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;35;2,5;6,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;0;0;0;;;;;NO;;;;;;;
4597;T OV-20261322;T22-SIN-07-1213;PUNTUAL;ene-26;abr-26;RAP;RAP;ANEXO PAU +PAIF CH GRADO I (224);AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4598;T OV-20260784;T26-SIN-07-0970;PUNTUAL;feb-26;mar-26;JMR;JMR;PLAN DE EMERGENCIA DIRECTOR;AUTOPROTECCION;NATURGY;NATURGY NUEVAS ENERGIAS;1.151,50 €;-   € ;19,19;0;3,69;15,5;80,76;0;15,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4599;T OV-20260785;T26-SIN-07-0970;PUNTUAL;feb-26;may-26;JMR;JMR;ANEXO PAU BIOGAS ELENA;AUTOPROTECCION;NATURGY;NATURGY NUEVAS ENERGIAS;1.291,00 €;-   € ;21,52;0;5,02;16,5;76,68;0;16,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4600;T OV-20260787;T26-SIN-07-0970;PUNTUAL;feb-26;may-26;JMR;JMR;ANEXO PAU BIOGAS UTIEL;AUTOPROTECCION;NATURGY;NATURGY NUEVAS ENERGIAS;1.291,00 €;-   € ;21,52;0;6,02;15,5;72,04;0;15,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4601;T OV-20260788;T26-SIN-07-0970;PUNTUAL;feb-26;may-26;JMR;JMR;ANEXO PAU BIOGAS VILASANA;AUTOPROTECCION;NATURGY;NATURGY NUEVAS ENERGIAS;1.291,00 €;-   € ;21,52;0;5,02;16,5;76,68;0;16,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4602;T OV-20261336;T26-SIN-07-0981;PUNTUAL;mar-26;mar-26;JMR;HMR;PE BUNKERING PUERTO VIGO;AUTOPROTECCION;NATURGY;NATURGY NUEVAS ENERGIAS;1.731,00 €;100,00 €;27,18;0;2,18;25;91,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;;;;;NO;;;;;;;
4603;T OV-20256579;T26-SIN-07-1536;PUNTUAL;mar-26;may-26;RAP;RAP;PAU/PE PALACIO DEL MARQUÉS DE ROZALEJO;AUTOPROTECCION;GOBIERNO DE NAVARRA;DPTO. DE MEMORIA Y CONVIVENCIA, ACCION EXTERIOR Y EUSKERA;1.450,00 €;25,00 €;23,75;0;23,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4604;T OV-20254969;T26-SIN-07-1537;PUNTUAL;mar-26;may-26;RAP;RAP;PAU CENTRO DEPORTIVO MUTILVA;AUTOPROTECCION;AYUNTAMIENTO ARANGUREN;AYUNTAMIENTO ARANGUREN;2.123,00 €;26,00 €;34,95;0;34,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4605;T OV-20255251;T26-SIN-04-0984;PUNTUAL;feb-26;abr-26;JMR;LAR;APQ 10 INFORME DE ADECUACION + PROYECTO;APQ;STS TUBULAR;STS TUBULAR;4.100,00 €;150,00 €;65,83;0;52,83;13;19,75;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;;;;;NO;;;;;;;
4606;T OV-20256731;T24-SIN-07-3100;PUNTUAL;ene-26;dic-26;JMR;JMR;COMENTARIOS COSGAYA 2026;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;500,00 €;-   € ;8,33;0;5,83;2,5;30;0;1;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4607;T OV-20261344;T24-SIN-07-3100;PUNTUAL;feb-26;mar-26;JMR;JMR;REVISION PAIF PE TESORILLO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;1.151,00 €;-   € ;19,18;0;16,18;3;15,64;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4608;T OV-20261345;T24-SIN-07-3100;PUNTUAL;feb-26;mar-26;JMR;JMR;REVISION PAIF PE EL ALMENDRO;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;1.151,00 €;-   € ;19,18;0;13,68;5,5;28,67;0;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4609;T OV-20261346;T24-SIN-07-3100;PUNTUAL;feb-26;mar-26;JMR;JMR;REVISION PAIF PE LOS LLANOS Y EL JUNCAL;AUTOPROTECCION;NATURGY;NATURGY RENOVABLES;1.151,00 €;-   € ;19,18;0;10,18;9;46,92;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4610;T OV-20256719;T25-SIN-11-2824;PUNTUAL;mar-26;abr-26;JMR;JMR;*FORMACION AFS ARCELOR MITTAL;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;2.130,00 €;60,00 €;34,5;0;0;18;52,17;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2026001626;;;;
4611;T OV-20261146;T26-SIN-01-1008;PUNTUAL;abr-26;abr-26;BRL;BRL;REV DPCEX FORJAS DE IRAETA;ATEX;FORJAS DE IRAETA;FORJAS DE IRAETA;1.560,00 €;85,00 €;24,58;0;19,08;5,5;22,37;0;0;0;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4612;T OV-20243263;T26-SIN-01-1018;PUNTUAL;mar-26;mar-26;BRL;ELA;REV DPCEX MONBAKE PLANTA ALALPARDO;ATEX;MONBAKE;ALALPARDO;1.850,00 €;350,00 €;25;0;23,5;1,5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;;;;;NO;;;;;;;
4613;T OV-20253964;T26-SIN-01-1019;PUNTUAL;mar-26;abr-26;BRL;ELA;MONBAKE NOBLEJAS REV DPCEX ;ATEX;MONBAKE;NOBLEJAS;1.978,00 €;390,00 €;26,47;0;16,97;9,5;35,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,5;0;0;;;;;NO;;;;;;;
4614;T OV-20255043_A;T19-SIN-10-1574;PUNTUAL;mar-26;mar-26;BRL;IRE;MONBAKE TAFALLA FICHA LOTO E4;LOTO;MONBAKE;TAFALLA;3.420,00 €;200,00 €;53,67;0;34,17;19,5;36,34;0;0;0;0;0;0;0;0;19,5;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4615;T OV-20261185;T21-SIN-10-0762;PUNTUAL;mar-26;mar-26;BRL;IRE;KAIKU FICHAS BLOQUEO 2026;LOTO;KAIKU;KAIKU;800,00 €;15,00 €;13,08;0;10,08;3;22,93;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4616;T OV-20261604;T17-SIN-07-0497;PUNTUAL;mar-26;may-26;DPV;DPV;*PAU + MAO CTCC BESOS;AUTOPROTECCION;ENEL GREEN POWER;ENDESA GENERACION;3.090,00 €;309,00 €;46,35;0;0;59,5;128,37;0;0;0;0;0;0;0;0;0;0;0;0;0;59,5;0;0;0;0;;;;20/03/2026;SI;31/03/2026;;;;;;
4617;T OV-20261607;T26-SIN-11-1128;PUNTUAL;mar-26;mar-26;JMR;JML;*FORMACIÓN ARC FLASH;S. ELECTRICOS;NATURGY;UFD;1.560,00 €;-   € ;26;0;0;25,75;99,04;0;4,5;0;0;0;0;0;0;0;21,25;0;0;0;0;0;0;0;0;;;;30/03/2026;SI;31/03/2026;;;;;;
4618;T OV-20261544;T26-SIN-07-1183;PUNTUAL;feb-26;mar-26;RAP;RAP;*REDACCIÓN URGENCIA PAU PSR GNL SOTO DEL REAL;AUTOPROTECCION;CRINGAS;CRINGAS;2.800,00 €;-   € ;46,67;0;0;0,5;1,07;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;05/03/2026;SI;31/03/2026;;2026001594;;;;
4619;T OV-20261082;T26-SIN-01-1208;PUNTUAL;mar-26;mar-26;BRL;BRL;*INFORME ATEX IMQ EUROCOLOR;ATEX;IMQ;EUROCOLOR;1.050,00 €;110,00 €;15,67;0;0;7,5;47,87;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;28/02/2026;SI;28/02/2026;;2026001339;;;;
4620;T OV-20261552;T26-SIN-07-1209;PUNTUAL;mar-26;mar-26;AEL;AEL;PAU PINTURAS COLAMINA;AUTOPROTECCION;PINTURAS COLAMINA;PINTURAS COLAMINA;1.645,00 €;-   € ;27,42;0;5,42;22;80,24;0;2;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;JMR;;;;NO;;;;;;;
4621;T OV-20261706;T25-SIN-11-4702;PUNTUAL;mar-26;may-26;JMR;JML;Anexos AFS (MEXICO, CHILE, SPAIN, ITALY, JAPON and AUSTRALIA);S. ELECTRICOS;X-ELIO;X-ELIO;13.360,00 €;-   € ;222,67;0;149,67;73;32,78;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
