Nº trabajo;OFERTA GESTIONA;EXP GESTIONA;TIPO EXP.;FECHA INICIO;FECHA ENTREGA;TECNICO RBLE;T1;SERVICIO ;TIPO SERVICIO;GRUPO;ICA;PPTO. TOTAL (SIN IVA);GASTOS (EST.);HORAS PRESUP (HP);HORAS 2025;HORAS RESTANTES;TOTAL H (2024 + 2025);% HR/HP  AÑO;Tomás;Jokin;Cristian;Belén;Raúl;Ánder;Bryan;Maddie;Iñaki;Javier;M. Ángel;Paula;Pilar;David;J. Antonio;Elena;Laura;Hacomar;T2;T3;PEDIDO;FECHA FINALIZACIÓN;VB CLIE. ;FECHA FACTURACION;Columna1;Nº Fact;;;;
4207;T OV-20256591;T22-SIN-07-1213;PUNTUAL;nov-25;ene-26;AEL;HMR;*PAU + REV PAIF + REG PFV EMIN;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.450,00 €;147,00 €;38,38;4,5;17,63;20,75;54,06;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;11,25;;;CLIENTE;27/02/2026;SI;28/02/2026;;;;;;
4208;T OV-20256610;T25-SIN-07-3224;PUNTUAL;nov-25;feb-26;DPV;JDR;*UFD SETs ALARCOS Y SESEÑA;AUTOPROTECCION;NATURGY;UFD;3.295,00 €;197,70 €;51,62;8,5;43,12;8,5;16,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;31/12/2025;SI;31/12/2025;;2025007317 -18;;;;
4209;T OV-20256422;T25-SIN-01-4660;PUNTUAL;nov-25;ene-26;ELA;BRL;*ASK CHEMICAL REV DPCEX;ATEX;ASK CHEMICALS;ASK CHEMICALS;2.640,00 €;350,00 €;38,17;0;24,17;14;36,68;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;24/04/2026;SI;30/04/2026;;2026002274;;;;
4210;T OV-20254868;T25-SIN-10-4464;PUNTUAL;nov-25;dic-25;BRL;BRL;*VIBRANTZ AUDITORIA LOTO 2025;LOTO;VIBRANTZ;VIBRANTZ;2.835,00 €;-   € ;47,25;9;20,25;27;57,14;0;0;0;8,5;0;0;0;0;9,5;0;0;0;0;0;0;0;0;0;;;CLIENTE;10/04/2026;SI;30/04/2026;;2026002171;;;;
4211;T OV-20256533;T25-SIN-10-4464;PUNTUAL;nov-25;dic-25;BRL;IRE;*VIBRANTZ FICHAS DE BLOQUEO MAQUINAS NUEVAS 2025;LOTO;VIBRANTZ;VIBRANTZ;1.885,00 €;96,00 €;29,82;8;0;32,5;109;0;0;0;0;0;0;0;0;24,5;0;0;0;0;0;0;0;0;0;;;CLIENTE;13/02/2026;SI;28/02/2026;;2026000850;;;;
4212;T OV-20256052;T25-SIN-01-4671;PUNTUAL;nov-25;ene-25;ELA;BRL;*FIBRASA DPCEX GASOIL;ATEX;FRIBASA;FRIBASA;1.250,00 €;50,00 €;20;0;1;19;95;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;13/02/2026;SI;28/02/2026;;;;;;
4213;T OV-20261304;T22-SIN-07-1213;PUNTUAL;ene-26;mar-26;RAP;JDR;ANEXO PAU +PAIF CH VILLANÚA (212) + VIAJE H16;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;25,5;0;82;218,67;0;0;0;0;13,25;0;0;0;0;0;0;0;0;0;43,25;0;0;0;;;CLIENTE;;NO;;;;;;;
4214;T OV-20255750;T26-SIN-07-0600;PUNTUAL;nov-25;mar-26;RAP;RAP;REV PAU BALUARTE;AUTOPROTECCION;GOBIERNO DE NAVARRA;NICDO;2.475,00 €;150,00 €;38,75;0;24,25;14,5;37,42;0;0;0;0;14,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4215;T OV-20255761C;T25-SIN-11-4702;PUNTUAL;dic-25;dic-25;JMR;JML;*PROCEDIMIENTO GENERAL + EE.UU.;S. ELECTRICOS;X-ELIO;X-ELIO;5.000,00 €;-   € ;83,33;44,25;28,08;55,25;66,3;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;JMR;;OF. FIRMADA;28/02/2026;SI;28/02/2026;;;;;;
4216;T OV-20256697;T25-SIN-07-04704;PUNTUAL;dic-25;dic-25;AOT;;INFORME BONIFICABILIDAD PROYECTO BOIL OFF;AUTOPROTECCION;REGANOSA;REGANOSA;420,00 €;-   € ;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4217;T OV-20256736;T24-SIN-07-3100;PUNTUAL;dic-25;mar-26;JMR;JMR;*94_REGISTRO PFV MARISOLES;AUTOPROTECCION;NATURGY;NATURGY GENERACIÓN;202,00 €;-   € ;3,37;0;2,37;1;29,7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/03/2026;SI;31/03/2026;;2025007310;;;;
4218;T OV-20254186-A;T25-SIN-11-4712;PUNTUAL;dic-25;dic-25;JMR;JML;*AFS CUADRO BT 1 UNIDAD SIEMENS;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;870,00 €;-   € ;14,5;2;3,25;11,25;77,59;0;0,5;0;0;0;0;0;0;0;8,75;0;0;0;0;0;0;0;0;JMR;;;28/02/2026;SI;28/02/2026;;;;;;
4219;T OV-20256480;T25-SIN-11-4714;PUNTUAL;dic-25;dic-25;JMR;JMR;*ESPECIFICACION ESTUDIOS ARCO ELECTRICO;S. ELECTRICOS;ACCIONA;ACCIONA ENERGIA;1.680,00 €;-   € ;28;13,75;4;24;85,71;0;6,5;0;0;0;0;0;0;0;3,75;0;0;0;0;0;0;0;0;;;;30/03/2026;SI;31/03/2026;;2026001930;;;;
4220;T OV-20256693;T25-SIN-01-4717;PUNTUAL;dic-25;dic-25;ELA;ELA;ACCIONA BRIVIESCA ACTUALIZACIÓN DPCE;ATEX;ACCIONA;BIOMASA BRIVIESCA;1.930,00 €;430,00 €;25;0;9,5;15,5;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,5;0;0;;;CLIENTE;;NO;;;;;;;
4221;T OV-20256778;T15-SIN-08-0625;PUNTUAL;dic-25;feb-26;CPV;CPV;CSTMP GLP MRG;CSTMP;MADRILEÑA RED DE GAS;MADRILEÑA RED DE GAS;7.000,00 €;-   € ;116,67;9,5;69,42;47,25;40,5;0;0;1;0;0;0;0;3,25;0;0;0;0;0;0;33,5;0;0;0;JDR;MMB;CLIENTE;;NO;;;;;;;
4222;T OV-20256779;T15-SIN-08-0625;PUNTUAL;dic-25;feb-26;CPV;CPV;CSTMP GNL MRG;CSTMP;MADRILEÑA RED DE GAS;MADRILEÑA RED DE GAS;2.450,00 €;-   € ;40,83;3,5;37,33;3,5;8,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;JDR;MMB;CLIENTE;;NO;;;;;;;
4223;T OV-20256020;T25-SIN-12-04742;PUNTUAL;dic-25;mar-26;AEL;AEL;8 PAIF CANAL ISABEL II;MEDIO AMBIENTE;Canal Isabel II;CANAL DE ISABEL II;11.760,00 €;-   € ;196;0;129;67;34,18;0;0;40;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4224;T OV-20260670;T22-SIN-07-1213;PUNTUAL;nov-25;ene-26;AEL;AEL;*REV PAU DIRECTOR ENEL FV;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;343,00 €;-   € ;5,72;8,5;0;12;209,91;0;0;0;0;0;3,5;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;31/01/2026;SI;31/01/2026;;;;;;
4225;T OV-20256744;T21-SIN-05-0735;PUNTUAL;feb-26;mar-26;BLO;BLO;ACR REV 2 TR LOS BARRIOS;SEVESO;TECNICAS REUNIDAS;TECNICAS REUNIDAS;4.500,00 €;-   € ;75;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CPV;LAR;CLIENTE;;NO;;;;;;;
4226;T OV-20256359;T25-SIN-01-4758;PUNTUAL;ene-26;feb-26;ELA;ELA;*DPCEx FCC ESTACIÓN GNC;ATEX;FCC ;FCC MEDIO AMBIENTE ;2.700,00 €;460,00 €;37,33;0;28,33;9;24,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;;;CLIENTE;24/03/2026;SI;31/03/2026;;2026001690;;;;
4227;T OV-20256770;T25-SIN-01-4782;PUNTUAL;dic-25;dic-25;ELA;ELA;*DPCEx CABINA PINTURA;ATEX;AVANTA;FRIGICOLL MURCIA S.A.;1.970,00 €;400,00 €;26,17;13,5;5,17;21;80,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,5;0;0;;;CLIENTE;24/03/2026;SI;31/03/2026;;;;;;
4228;;T15-SIN-08-0738;PUNTUAL;dic-25;dic-25;BLO;LAR;V547 LAR;;;;429,20 €;5,46 €;7,06;4,5;0;8,5;120,36;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;2,5;0;PRW;;CLIENTE;;SI;;;;;;;
4229;T OV-20256956;T26-SIN-01-0327;PUNTUAL;dic-25;ene-26;ELA;ELA;*NAVANTIA CARTAGENA - FORMACIÓN RECICLAJE ISM-ATEX 1/2EM;ATEX;SISTEMAS DE INTERCONEXION S.A.;SISTEMAS DE INTERCONEXION S.A.;6.445,00 €;1.190,00 €;87,58;0;61,58;26;29,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;;;;30/01/2026;SI;31/01/2026;;2026000373;;;;
4230;T OV-20256990;T22-SIN-07-1213;PUNTUAL;ene-26;feb-26;AEL;HMR;227_PE CETASA PAU+PAIF+REGISTRO;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.550,00 €;153,00 €;39,95;0;0;56;140,18;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;54;;;CLIENTE;;NO;;;;;;;
4231;T OV-20256892;T22-SIN-07-1213;PUNTUAL;dic-25;mar-26;RAP;RAP;ANEXO PAU +PAIF CH JACA (209) + VIAJE H17;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;2.300,00 €;50,00 €;37,5;31;0;62;165,33;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;;;CLIENTE;;NO;;;;;;;
4232;T OV-20256889;T25-SIN-10-0147;PUNTUAL;ene-25;ene-25;BRL;IRE;*FORMACION LOTO;LOTO;MAGOTTEAUX;MAGOTTEAUX;750,00 €;80,00 €;11,17;0;7,17;4;35,82;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;;;CLIENTE;06/02/2026;SI;28/02/2026;;;;;;
4233;T OV-20260144;T24-SIN-11-2105;PUNTUAL;ene-26;ene-26;JMR;JMR;*AFS FORD PEDIDO 18;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;470,00 €;-   € ;7,83;0;1,33;6,5;82,98;0;6,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;29/01/2026;SI;31/01/2026;;2026000367;;;;
4234;T OV-20256855;T26-SIN-11-0073;PUNTUAL;ene-26;ene-26;JMR;JML;SELPRO 3 PFV;S. ELECTRICOS;QENERGY;QENERGY;5.790,00 €;-   € ;96,5;0;40,25;56,25;58,29;0;0;0;0;0;0;0;0;0;56,25;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4235;T OV-20256287;T24-SIN-11-2105;PUNTUAL;ene-26;mar-26;JMR;JMR;AFS FORD_PEDIDO 16.1;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;10.786,50 €;-   € ;179,78;0;171,28;8,5;4,73;0;8,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4236;T OV-20256287;T24-SIN-11-2105;PUNTUAL;ene-26;jun-26;JMR;JMR;AFS FORD_PEDIDO 16.2;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;10.786,50 €;-   € ;179,78;0;179,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4237;T OV-20260150;T24-SIN-11-2105;PUNTUAL;ene-26;ene-26;JMR;JMR;*AFS FORD PEDIDO 19;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;470,00 €;-   € ;7,83;0;0;8;102,13;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;29/01/2026;SI;31/01/2026;;2026000369;;;;
4238;T OV-20260152;T24-SIN-11-2105;PUNTUAL;ene-26;ene-26;JMR;JMR;*AFS FORD PEDIDO 17.1;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;705,00 €;-   € ;11,75;0;0;12,5;106,38;0;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;29/01/2026;SI;31/01/2026;;2026000370;;;;
4239;T OV-20260153;T24-SIN-11-2105;PUNTUAL;ene-26;ene-26;JMR;JMR;*AFS FORD PEDIDO 17.2;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;470,00 €;-   € ;7,83;0;0,33;7,5;95,74;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;29/01/2026;SI;31/01/2026;;2026000371;;;;
4240;T OV-20255959;T26-SIN-01-0325;PUNTUAL;ene-26;feb-26;ELA;BRL;DPCE IMQ - INDUMETAL E INDUPLAST;ATEX;IMQ;INDUMETAL - RECYPILAS;2.410,00 €;980,00 €;23,83;0;23,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4241;T OV-20257027;T22-SIN-08-2864;PUNTUAL;feb-26;feb-26;AEL;AEL;*PLAN PROTECCIÓN MMPP ELMUBAS IBÉRICA;CSTMP;IMQ PREVENCION;IMQ PREVENCION;2.250,00 €;-   € ;37,5;0;0;13;34,67;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;;;;30/03/2026;SI;31/03/2026;;2026001765;;;;
4242;T OV-20256787;T26-SIN-10-0264;PUNTUAL;ene-26;ene-26;BRL;BRL;*IMQ PLASTIGAUR FORMACION LOTO 3 HORAS PRESENCIAL;LOTO;IMQ PREVENCION;PLASTIGAUR;675,00 €;65,00 €;10,17;0;0;8,5;83,61;0;0;0;8,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;06/02/2026;SI;28/02/2026;;2026000845;;;;
4243;T OV-20250067;T25-SIN-10-4069;PUNTUAL;ene-26;feb-26;BRL;BRL;*SMURFIT WESTROCK FORMACION LOTO 3 SESIONES 2026;LOTO;SMURFIT WESTROCK;SMURFIT WESTROCK;1.440,00 €;40,00 €;23,33;0;23,33;0;0;0;0;0;18,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;13/02/2026;SI;28/02/2026;;2026000849;;;;
4244;T OV-20256604;T26-SIN-01-0404;PUNTUAL;ene-26;feb-26;BRL;BRL;*REV DPCEX IMQ ABC COMPONENTES;ATEX;IMQ;ABC COMPORNENTES;1.250,00 €;96,00 €;19,23;0;0;10;51,99;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;17/04/2026;SI;30/04/2026;;2026002172;;;;
4246;T OV-20260620;T17-SIN-07-0497;PUNTUAL;ene-26;feb-26;DPV;DPV;*5xFORMACION CT EL PALMAR;IMPLANTACION;ENEL GREEN POWER;ENDESA GENERACION;2.000,00 €;-   € ;33,33;0;0;18;54;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;DPV;;;09/03/2026;SI;31/03/2026;;;;;;
4247;T OV-20256971;T26-SIN-10-0442;PUNTUAL;ene-26;ene-26;BRL;IRE;*AKKODIS FORMACION LOTO JOHN DEERE;LOTO;AKKODIS;AKKODIS;310,00 €;-   € ;5,17;0;0;4;77,42;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;;;;06/02/2026;SI;28/02/2026;;2026000839;;;;
4248;T OV-20260430;T24-SIN-11-2405;PUNTUAL;ene-26;ene-26;JMR;JMR;AFS FORD PEDIDO 20;S. ELECTRICOS;TUV SUD IBERIA;TUV SUD IBERIA;3.360,00 €;-   € ;56;0;12,5;43,5;77,68;0;35;0;0;0;0;0;0;0;8,5;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4249;T OV-20260572;T19-SIN-11-2781;PUNTUAL;ene-26;mar-26;JMR;JML;*TERMOGRAFIAS T1;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.335,00 €;60,00 €;21,25;0;0;14,25;67,06;0;1;0;0;0;0;0;0;0;13,25;0;0;0;0;0;0;0;0;;;;28/02/2026;SI;28/02/2026;;2026001096;;;;
4250;T OV-20260572;T19-SIN-11-2781;PUNTUAL;abr-26;jun-26;JMR;JML;TERMOGRAFIAS T2;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.335,00 €;60,00 €;21,25;0;14,75;6,5;30,59;0;0;0;0;0;0;0;0;0;6,5;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4251;T OV-20260572;T19-SIN-11-2781;PUNTUAL;may-26;sep-26;JMR;AVC;TERMOGRAFIAS T3;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.335,00 €;60,00 €;21,25;0;21,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4252;T OV-20260572;T19-SIN-11-2781;PUNTUAL;ago-26;dic-26;JMR;AVC;TERMOGRAFIAS T4;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.335,00 €;60,00 €;21,25;0;21,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4253;T OV-20260574;T21-SIN-11-0273;PUNTUAL;ene-26;mar-26;JMR;JML;*TIERRAS + CARROS T1;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.389,00 €;60,00 €;22,15;0;0;9;40,63;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;;;;28/02/2026;SI;28/02/2026;;2026001098;;;;
4254;T OV-20260574;T21-SIN-11-0273;PUNTUAL;abr-26;jun-26;JMR;JML;TIERRAS + CARROS T2;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.389,00 €;60,00 €;22,15;0;13,15;9;40,63;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4255;T OV-20260574;T21-SIN-11-0273;PUNTUAL;may-26;sep-26;JMR;AVC;TIERRAS + CARROS T3;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.389,00 €;60,00 €;22,15;0;22,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4256;T OV-20260574;T21-SIN-11-0273;PUNTUAL;ago-26;dic-26;JMR;AVC;TIERRAS + CARROS T4;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.389,00 €;60,00 €;22,15;0;22,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4257;T OV-20260575;T22-SIN-11-1417;PUNTUAL;ene-26;mar-26;JMR;JML;*ELECTROSTATICA + PRESORES T1;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.389,00 €;60,00 €;22,15;0;0;10,75;48,53;0;0;0;0;0;0;0;0;0;10,75;0;0;0;0;0;0;0;0;;;;28/02/2026;SI;28/02/2026;;2026001099;;;;
4258;T OV-20260575;T22-SIN-11-1417;PUNTUAL;abr-26;jun-26;JMR;JML;ELECTROSTATICA + PRESORES T2;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.389,00 €;60,00 €;22,15;0;7,65;14,5;65,46;0;0;0;0;0;0;0;0;0;14,5;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4259;T OV-20260575;T22-SIN-11-1417;PUNTUAL;may-26;sep-26;JMR;AVC;ELECTROSTATICA + PRESORES T3;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.389,00 €;60,00 €;22,15;0;22,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4260;T OV-20260575;T22-SIN-11-1417;PUNTUAL;ago-26;dic-26;JMR;AVC;ELECTROSTATICA + PRESORES T4;S. ELECTRICOS;AMCOR;AMCOR LEZO;1.389,00 €;60,00 €;22,15;0;22,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4261;T OV-20260392;T12-SIN-08-0449;PUNTUAL;sep-26;oct-26;AEL;AEL;CSTMP FORMACION ONLINE EXTRA;CSTMP;CONTOUR GLOBAL;CONTOUR GLOBAL;355,00 €;-   € ;5,92;0;5,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4262;T OV-20256879;T24-SIN-11-2834;PUNTUAL;ene-26;mar-26;JMR;JML;*FORMACION AFS;S. ELECTRICOS;DANA;DANA LANDABEN;700,00 €;20,00 €;11,33;0;0;8,75;77,21;0;0;0;0;0;0;0;0;0;8,75;0;0;0;0;0;0;0;0;;;;28/02/2026;SI;28/02/2026;;2026001102;;;;
4263;T OV-20256880;T24-SIN-11-2834;PUNTUAL;ene-26;ene-26;JMR;JMR;*ETIQUETAS 50 UNDIADES;S. ELECTRICOS;DANA;DANA LANDABEN;160,00 €;60,00 €;1,67;0;0;1;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;29/01/2026;SI;31/01/2026;;2026000355;;;;
4264;T OV-20256541;T26-SIN-02-0809;PUNTUAL;feb-26;mar-26;BLO;LAR;REV PEI ALUMINIO;SEVESO;ALCOA;ALUMINIO;3.980,00 €;501,50 €;57,98;0;0;64,5;111,25;0;0;0;0;0;0;0;5,5;0;0;0;0;0;0;0;0;59;0;MMB;;;;NO;;;;;;;
4265;T OV-20260425;T24-SIN-02-1656;PUNTUAL;ene-25;ene-25;BLO;BLO;*CAMBIO DIRECTOR PEI;SEVESO;VICARLI;VICARLI;130,00 €;-   € ;2,17;0;0;0,25;11,54;0;0;0;0;0;0;0,25;0;0;0;0;0;0;0;0;0;0;0;;;;12/02/2026;SI;28/02/2026;;2026000851;;;;
4266;T OV-20260578;T25-SIN-11-0862;PUNTUAL;ene-26;mar-26;JMR;JML;*AFS EDICION 2.1;S. ELECTRICOS;AMCOR;AMCOR LEZO;675,00 €;-   € ;11,25;0;0;11,5;102,22;0;1;0;0;0;0;0;0;0;10,5;0;0;0;0;0;0;0;0;;;;28/02/2026;SI;28/02/2026;;;;;;
4267;T OV-20256262;T26-SIN-01-0647;PUNTUAL;feb-26;mar-26;ELA;ELA;ACTUALIZACIÓN DPCEX ALZIRA;ATEX;AVANTA;SOR IBÉRICA;4.170,00 €;420,00 €;62,5;0;47,5;15;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;;;;;NO;;;;;;;
4270;T OV-20260676;T17-SIN-07-0497;PUNTUAL;feb-26;feb-26;DPV;DPV;*PEI + MAO CT LOS GUINCHOS;SEVESO;ENEL GREEN POWER;ENDESA GENERACION;4.260,00 €;426,00 €;63,9;0;0;57;89,2;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;;;;20/03/2026;SI;31/03/2026;;;;;;
4271;T OV-20260679;T17-SIN-07-0497;PUNTUAL;feb-26;feb-26;DPV;DPV;*PAU + MAO CD LLANOS BLANCOS;AUTOPROTECCION;ENEL GREEN POWER;ENDESA GENERACION;3.540,00 €;354,00 €;53,1;0;0;39,5;74,39;0;0;0;0;0;0;0;0;0;0;0;0;0;39,5;0;0;0;0;;;;20/03/2026;SI;31/03/2026;;;;;;
4272;T OV-20260671;T22-SIN-07-1213;PUNTUAL;ene-26;ene-26;AEL;AEL;*REV PAU DIRECTOR ENEL FV S1 Y S2;AUTOPROTECCION;ENEL GREEN POWER;ENEL GREEN POWER;687,00 €;-   € ;11,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;31/01/2026;SI;31/01/2026;;;;;;
4273;T OV-20260340;T26-SIN-12-0674;PUNTUAL;feb-26;feb-26;AEL;AEL;*PAIF PFV SORAUREN;MEDIO AMBIENTE;ASOCIACION SORAUREN ENERGIA;ASOCIACION SORAUREN ENERGIA;1.270,00 €;20,00 €;20,83;0;0;14;67,2;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;;;;27/02/2026;SI;31/03/2026;;2026001688;;;;
4274;T OV-20260891;T25-SIN-07-1683;PUNTUAL;feb-25;feb-25;BLO;PRW;*PEI GLP-069-47;SEVESO;NATURGY;NEDGIA CYL ;2.630,00 €;-   € ;43,83;0;0;32;73;0;0;0;0;0;0;2,5;0;0;0;0;0;29,5;0;0;0;0;0;;;;05/02/2026;SI;31/01/2026;;;;;;
4275;T OV-20260892;T25-SIN-07-1683;PUNTUAL;feb-25;feb-25;BLO;PRW;*NOT GLP-069-47;SEVESO;NATURGY;NEDGIA CYL ;202,00 €;-   € ;3,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;05/02/2026;SI;31/01/2026;;;;;;
4276;T OV-20256862;T26-SIN-10-0324;PUNTUAL;ene-26;feb-26;BRL;BRL;*AMCOR ESTUDIO CORTADORA MANDRILES;RD1215;AMCOR;AMCOR LEZO;1.245,00 €;85,00 €;19,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;06/02/2026;SI;28/02/2026;;2026000948;;;;
4277;T OV-20260077;T26-SIN-01-0690;PUNTUAL;feb-26;feb-26;ELA;ELA;*FORMACIÓN ISM-ATEX RN2EM REGANOSA;ATEX;REGANOSA;REGANOSA;2.580,00 €;-   € ;43;0;0;22,5;52,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,5;0;0;;;;06/02/2026;SI;28/02/2026;;2026000848;;;;
4278;T OV-20260078_A;T26-SIN-01-0690;PUNTUAL;feb-26;feb-26;ELA;ELA;*FORMACIÓN ISM-ATEX N2EM REGANOSA;ATEX;REGANOSA;REGANOSA;6.710,00 €;2.060,00 €;77,5;0;0;49,5;63,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,5;0;0;;;;28/02/2026;SI;28/02/2026;;2026001193;;;;
4279;T OV-20260489;T26-SIN-07-1003;PUNTUAL;mar-26;nov-26;DPV;DPV;2 x SIMULACROS;IMPLANTACION;CONTOUR GLOBAL;CT ARRUBAL;2.500,00 €;500,00 €;33,33;0;33,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4280;T OV-20260808;T23-SIN-01-0232;PUNTUAL;feb-26;mar-26;BRL;COLAB;DPCEX HAM NUEVA PLANTA INYECCION BIOMETANO;ATEX;HAM;HAM;3.780,00 €;2.694,00 €;18,1;0;18,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;NO;;;;;;;
4281;T OV-20260441;T25-SIN-07-3224;PUNTUAL;feb-26;abr-26;DPV;HMR;UFD 124 (ARG, LOE, NOB, VAM, VGE, VRS);AUTOPROTECCION;NATURGY;UFD;10.491,00 €;350,00 €;169,02;0;0;48,25;28,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48,25;;;;24/04/2026;SI;30/04/2026;;;;;;
